type,name,damage,element_buildup,element_type,affinity_mod,defense_mod,special,skills,level_1_decoration_slots,level_2_decoration_slots,level_3_decoration_slots,sharpness_base_red,sharpness_base_orange,sharpness_base_yellow,sharpness_base_green,sharpness_base_blue,sharpness_base_white,sharpness_base_purple,sharpness_max_red,sharpness_max_orange,sharpness_max_yellow,sharpness_max_green,sharpness_max_blue,sharpness_max_white,sharpness_max_purple
Gun Lance,Quematrice Culebrina IV,200,22,Fire,+5,0,Normal LV3,Guard +3,3,2,0,14,16,14,16,10,0,0,14,16,14,16,20,0,0
Gun Lance,Firetrail Quemador,220,25,Fire,+5,0,Normal LV3,Guard +3,3,2,1,12,14,14,16,14,0,0,12,14,14,16,24,0,0
Gun Lance,Balahara Exploder I,110,16,Water,+10,0,Wide LV2,Offensive Guard +1,0,0,0,6,6,18,10,0,0,0,6,6,18,20,0,0,0
Gun Lance,Balahara Exploder II,150,20,Water,+10,0,Wide LV2,Offensive Guard +2,1,0,0,8,6,20,16,0,0,0,8,6,20,26,0,0,0
Gun Lance,Balahara Exploder III,160,23,Water,+10,0,Wide LV2,Offensive Guard +2,2,1,0,6,6,22,18,8,0,0,6,6,22,18,18,0,0
Gun Lance,Balahara Exploder IV,190,27,Water,+10,0,Wide LV2,Offensive Guard +3,3,2,0,6,6,22,18,14,4,0,6,6,22,18,14,14,0
Gun Lance,Sandsea Visponan,210,30,Water,+10,0,Wide LV2,Offensive Guard +3,3,2,1,6,6,20,16,14,8,0,6,6,20,16,14,18,0
Gun Lance,Uth Falarmata I,170,25,Water,-15,0,Normal LV1,Guard +2,0,0,0,10,14,18,8,0,0,0,10,14,18,18,0,0,0
Gun Lance,Uth Falarmata II,200,31,Water,-15,0,Normal LV1,Guard +2,2,1,0,12,14,22,12,0,0,0,12,14,22,22,0,0,0
Gun Lance,Uth Falarmata III,230,37,Water,-15,0,Normal LV1,Guard +3,3,2,0,12,14,24,14,6,0,0,12,14,24,14,16,0,0
Gun Lance,Falarmata-of-the-Waves,250,40,Water,-15,0,Normal LV1,Guard +3,3,2,1,12,12,20,14,12,0,0,12,12,20,14,14,8,0
Gun Lance,Shell Gunberd I,120,15,Sleep,+10,0,Long LV2,"Critical Draw +1,Critical Status +1",0,0,0,14,8,6,22,0,0,0,14,8,6,32,0,0,0
Gun Lance,Shell Gunberd II,150,21,Sleep,+15,0,Long LV2,"Critical Draw +1,Critical Status +1",2,1,0,14,8,6,20,12,0,0,14,8,6,20,22,0,0
Gun Lance,Shell Gunberd III,180,27,Sleep,+15,0,Long LV2,"Critical Draw +2,Critical Status +1",3,2,0,14,8,6,18,12,12,0,14,8,6,18,12,22,0
Gun Lance,Solid Gunberd,200,30,Sleep,+15,0,Long LV2,"Critical Draw +2,Critical Status +1",3,2,1,14,8,6,12,8,22,0,14,8,6,12,8,32,0
Gun Lance,Ajara Gunpike I,130,19,Blast,+10,0,Wide LV2,"Load Shells +1,Offensive Guard +1",0,0,0,10,12,14,14,0,0,0,10,12,14,24,0,0,0
Gun Lance,Ajara Gunpike II,180,22,Blast,+10,0,Wide LV2,"Load Shells +2,Offensive Guard +1",2,1,0,10,12,18,8,12,0,0,10,12,18,8,22,0,0
Gun Lance,Ajara-Kalika,210,25,Blast,+10,0,Wide LV2,"Load Shells +2,Offensive Guard +1",3,2,1,10,12,10,18,8,12,0,10,12,10,18,8,22,0
Gun Lance,Albirath Rook I,160,21,Fire,+15,0,Wide LV3,"Master's Touch +1,Critical Element +1",1,0,0,10,18,12,10,0,0,0,10,18,12,20,0,0,0
Gun Lance,Albirath Rook II,180,26,Fire,+15,0,Wide LV3,"Master's Touch +1,Critical Element +1",2,1,0,10,20,10,10,10,0,0,10,20,10,10,14,6,0
Gun Lance,Shining Rook,210,30,Fire,+15,0,Wide LV3,"Master's Touch +1,Critical Element +1",3,2,1,10,26,10,10,8,6,0,10,26,10,10,8,16,0
Gun Lance,Jin Dhatop I,190,47,Ice,0,0,Wide LV3,Guard +3,3,2,0,8,8,6,20,22,6,0,8,8,6,20,22,16,0
Gun Lance,Precipice Lohamata,210,50,Ice,0,0,Wide LV3,Guard +3,3,2,1,8,8,4,16,24,10,0,8,8,4,16,24,20,0
Gun Lance,G. Veldian Hasta I,170,16,Dragon,-10,0,Wide LV3,Guard +2,1,1,0,20,6,16,8,0,0,0,20,6,16,18,0,0,0
Gun Lance,G. Veldian Hasta II,210,21,Dragon,-10,0,Wide LV3,Guard +2,2,2,0,20,12,16,12,0,0,0,20,12,16,14,8,0,0
Gun Lance,G. Lawful Bors,240,25,Dragon,-10,0,Wide LV3,Guard +2,3,3,1,20,14,10,14,12,0,0,20,14,10,14,14,8,0
Gun Lance,Hard Hitter I,180,31,Poison,0,0,Long LV3,"Punishing Draw +2,Critical Draw +1",2,1,0,18,10,18,14,0,0,0,18,10,18,24,0,0,0
Gun Lance,Hard Hitter II,200,34,Poison,0,0,Long LV3,"Punishing Draw +2,Critical Draw +2",2,1,0,18,10,12,12,8,0,0,18,10,12,12,18,0,0
Gun Lance,Big Slugger,230,40,Poison,0,0,Long LV3,"Punishing Draw +3,Critical Draw +2",3,2,1,18,10,18,12,12,0,0,18,10,18,12,22,0,0
Gun Lance,Princess Panoply I,160,19,Poison,+15,0,Normal LV2,"Critical Status +2,Poison Duration Up +1",2,1,0,10,14,8,18,10,0,0,10,14,8,18,20,0,0
Gun Lance,Princess Panoply II,190,22,Poison,+15,0,Normal LV2,"Critical Status +3,Poison Duration Up +1",3,2,0,8,16,8,22,6,10,0,8,16,8,22,6,20,0
Gun Lance,Ortlinde,210,25,Poison,+15,0,Normal LV2,"Critical Status +3,Poison Duration Up +1",3,2,1,8,16,6,20,6,14,0,8,16,6,20,6,24,0
Gun Lance,Warring Fulgur I,180,34,Lightning,+15,0,Wide LV3,Critical Element +3,2,1,0,8,20,20,12,0,0,0,8,20,20,14,8,0,0
Gun Lance,Fulgurcannon Guardiana,210,40,Lightning,+15,0,Wide LV3,Critical Element +3,3,2,1,8,18,24,8,12,0,0,8,18,24,8,12,10,0
Gun Lance,White Gunlance I,220,34,Blast,-15,30,Long LV3,Guard Up +3,2,1,0,18,14,16,12,0,0,0,18,14,16,18,4,0,0
Gun Lance,White Cannon,240,40,Blast,-15,30,Long LV3,Guard Up +3,3,2,1,16,14,14,14,12,0,0,16,14,14,14,22,0,0
Gun Lance,Red Rook I,180,34,Fire,+10,0,Long LV2,Critical Boost +3,2,1,0,20,14,8,6,12,0,0,20,14,8,6,22,0,0
Gun Lance,Crimson Rook,200,40,Fire,+10,0,Long LV2,Critical Boost +3,3,2,1,20,14,10,8,8,10,0,20,14,10,8,8,20,0
Gun Lance,Tyrannenarm I,180,27,Dragon,+20,0,Normal LV2,Critical Element +3,3,2,0,10,16,16,12,6,10,0,10,16,16,12,6,20,0
Gun Lance,Verräterarm,200,30,Dragon,+20,0,Normal LV2,Critical Element +3,3,2,1,10,10,18,10,6,16,0,10,10,18,10,6,26,0
Gun Lance,Veldian Hasta I,200,37,Dragon,0,0,Long LV2,Guard +3,3,2,0,10,10,10,16,16,8,0,10,10,10,16,16,18,0
Gun Lance,Paretic Gunlance I,100,15,Paralysis,0,0,Normal LV1,Offensive Guard +1,0,0,0,8,10,22,0,0,0,0,8,10,24,8,0,0,0
Gun Lance,Paretic Gunlance II,130,21,Paralysis,0,0,Normal LV1,Offensive Guard +2,0,0,0,10,16,16,8,0,0,0,10,16,16,18,0,0,0
Gun Lance,Paretic Gunlance III,160,31,Paralysis,0,0,Normal LV1,Offensive Guard +2,2,1,0,10,14,14,22,0,0,0,10,14,14,32,0,0,0
Gun Lance,Paretic Gunlance IV,190,37,Paralysis,0,0,Normal LV1,Offensive Guard +3,3,2,0,10,14,14,18,14,0,0,10,14,14,18,20,4,0
Gun Lance,Debilitating Torpor,210,40,Paralysis,0,0,Normal LV1,Offensive Guard +3,3,2,1,10,10,12,16,22,0,0,10,10,12,16,22,10,0
Gun Lance,Artian Cannon I,170,27,N/A,+5,0,Normal LV2,,2,2,2,16,8,12,16,8,0,0,16,8,12,16,12,6,0
Gun Lance,Artian Cannon II,180,27,N/A,+5,0,Normal LV2,,2,2,2,16,8,12,16,14,4,0,16,8,12,16,14,14,0
Gun Lance,Argenesis,190,32,N/A,+5,0,Normal LV2,,3,3,3,16,8,12,16,14,4,0,16,8,12,16,14,14,0
Gun Lance,Esperanza Gunlance,210,0,N/A,0,0,Normal LV2,"Speed Sharpening +2,Critical Eye +2",3,2,1,10,12,10,12,8,18,0,10,12,10,12,8,28,0
Gun Lance,Lawful Bors,220,40,Dragon,0,0,Long LV2,Guard +3,3,2,1,10,10,10,14,14,12,0,10,10,10,14,14,22,0
Switch Axe,Hope Axe I,90,0,N/A,0,0,Power Phial,,0,0,0,10,10,8,12,0,0,0,10,10,8,22,0,0,0
Switch Axe,Hope Axe II,100,0,N/A,0,0,Power Phial,Speed Sharpening +1,0,0,0,8,10,8,14,0,0,0,8,10,8,24,0,0,0
Switch Axe,Hope Axe III,130,0,N/A,0,0,Power Phial,"Speed Sharpening +1,Critical Eye +1",0,0,0,10,12,10,18,0,0,0,10,12,10,28,0,0,0
Switch Axe,Hope Axe IV,160,0,N/A,0,0,Power Phial,"Speed Sharpening +2,Critical Eye +1",2,1,0,10,12,12,14,12,0,0,10,12,12,14,22,0,0
Switch Axe,Hope Axe V,190,0,N/A,0,0,Power Phial,"Speed Sharpening +2,Critical Eye +1",3,2,0,10,12,10,16,10,12,0,10,12,10,16,10,22,0
Switch Axe,Bone Axe I,110,0,N/A,0,0,Exhaust Phial,Focus +1,0,0,0,10,14,16,0,0,0,0,10,14,24,2,0,0,0
Switch Axe,Bone Axe II,130,0,N/A,0,0,Exhaust Phial,"Focus +1,Attack Boost +1",0,0,0,10,8,22,0,0,0,0,10,8,26,6,0,0,0
Switch Axe,Bone Axe III,170,0,N/A,0,0,Exhaust Phial,"Focus +2,Attack Boost +1",1,0,0,10,12,20,8,0,0,0,10,12,20,18,0,0,0
Switch Axe,Bone Axe IV,200,0,N/A,0,0,Exhaust Phial,"Focus +3,Attack Boost +1",2,1,0,10,12,16,22,0,0,0,10,12,16,32,0,0,0
Switch Axe,Bone Smasher,230,0,N/A,0,0,Exhaust Phial,"Focus +3,Attack Boost +1",3,2,1,10,12,12,14,22,0,0,10,12,12,14,32,0,0
Switch Axe,Iron Accelerator I,120,0,N/A,0,0,Poison Phial,Rapid Morph +1,0,0,0,4,8,18,10,0,0,0,4,8,18,20,0,0,0
Switch Axe,Iron Accelerator II,160,0,N/A,0,0,Poison Phial,Rapid Morph +2,1,0,0,4,12,18,16,0,0,0,4,12,18,26,0,0,0
Switch Axe,Iron Accelerator III,190,0,N/A,0,0,Poison Phial,Rapid Morph +3,2,1,0,4,14,18,12,12,0,0,4,14,18,12,22,0,0
Switch Axe,Chrome Accelerator,220,0,N/A,0,0,Poison Phial,Rapid Morph +3,3,2,1,4,12,18,14,10,12,0,4,12,18,14,10,22,0
Switch Axe,Barina Hache I,100,10,Paralysis,+10,0,Power Phial,Critical Draw +1,0,0,0,10,8,8,14,0,0,0,10,8,8,24,0,0,0
Switch Axe,Barina Hache II,120,12,Paralysis,+10,0,Power Phial,"Critical Draw +1,Critical Status +1",0,0,0,14,8,6,22,0,0,0,14,8,6,32,0,0,0
Switch Axe,Barina Hache III,150,15,Paralysis,+15,0,Power Phial,"Critical Draw +1,Critical Status +1",2,1,0,14,8,6,20,12,0,0,14,8,6,20,22,0,0
Switch Axe,Barina Hache IV,180,17,Paralysis,+15,0,Power Phial,"Critical Draw +2,Critical Status +1",3,2,0,14,8,6,18,12,12,0,14,8,6,18,12,22,0
Switch Axe,Lala Selenocosmi,200,20,Paralysis,+15,0,Power Phial,"Critical Draw +2,Critical Status +1",3,2,1,14,8,6,12,8,22,0,14,8,6,12,8,32,0
Switch Axe,Golba Vandal I,120,0,N/A,+5,0,Paralysis Phial,"Punishing Draw +1,Critical Draw +1",0,0,0,10,12,10,8,0,0,0,10,12,10,18,0,0,0
Switch Axe,Golba Vandal II,170,0,N/A,+5,0,Paralysis Phial,"Punishing Draw +2,Critical Draw +1",2,1,0,14,16,12,12,6,0,0,14,16,12,12,16,0,0
Switch Axe,Gundava Vandal,220,0,N/A,+5,0,Paralysis Phial,"Punishing Draw +2,Critical Draw +2",3,2,1,12,14,12,12,10,10,0,12,14,12,12,10,20,0
Switch Axe,Dosha Fleshhacker I,140,0,N/A,-5,20,Power Phial,Power Prolonger +1,0,0,0,4,18,18,0,0,0,0,4,18,22,6,0,0,0
Switch Axe,Dosha Fleshhacker II,180,0,N/A,-5,20,Power Phial,Power Prolonger +2,1,0,0,8,16,18,8,0,0,0,8,16,18,18,0,0,0
Switch Axe,Dosha Fleshhacker III,210,0,N/A,-5,20,Power Phial,Power Prolonger +3,2,1,0,10,16,18,10,6,0,0,10,16,18,10,16,0,0
Switch Axe,Uth Olacha I,160,15,Water,-15,0,Element Phial,Power Prolonger +2,0,0,0,10,14,18,8,0,0,0,10,14,18,18,0,0,0
Switch Axe,Uth Olacha II,190,19,Water,-15,0,Element Phial,Power Prolonger +2,2,1,0,12,14,22,12,0,0,0,12,14,22,22,0,0,0
Switch Axe,Uth Olacha III,220,22,Water,-15,0,Element Phial,Power Prolonger +3,3,2,0,12,14,24,14,6,0,0,12,14,24,14,16,0,0
Switch Axe,Olacha-of-the-Waves,240,25,Water,-15,0,Element Phial,Power Prolonger +3,3,2,1,12,12,20,14,12,0,0,12,12,20,14,14,8,0
Switch Axe,Windsunder Axe I,140,12,Ice,0,0,Element Phial,"Focus +2,Airborne +1",0,0,0,10,12,14,14,0,0,0,10,12,14,24,0,0,0
Switch Axe,Windsunder Axe II,170,15,Ice,0,0,Element Phial,"Focus +2,Airborne +1",2,1,0,10,10,14,18,8,0,0,10,10,14,18,18,0,0
Switch Axe,Windsunder Axe III,200,17,Ice,0,0,Element Phial,"Focus +3,Airborne +1",3,2,0,10,10,10,6,26,8,0,10,10,10,6,26,18,0
Switch Axe,Windsunder Sakibami,220,20,Ice,0,0,Element Phial,"Focus +3,Airborne +1",3,2,1,10,10,10,6,22,12,0,10,10,10,6,22,22,0
Switch Axe,Nu Zhangyu I,170,12,Fire,-15,0,Power Phial,Rapid Morph +2,1,0,0,20,4,14,12,0,0,0,20,4,14,22,0,0,0
Switch Axe,Nu Zhangyu II,200,17,Fire,-15,0,Power Phial,Rapid Morph +3,3,2,0,20,4,18,14,14,0,0,20,4,18,14,24,0,0
Switch Axe,Abaddonian Zhangyu,220,20,Fire,-15,0,Power Phial,Rapid Morph +3,3,2,1,20,4,18,10,10,8,0,20,4,18,10,10,18,0
Switch Axe,Dosha Gorehacker I,180,0,N/A,-15,0,Dragon Phial,Focus +2,1,0,0,4,14,24,8,0,0,0,4,14,24,18,0,0,0
Switch Axe,Dosha Gorehacker II,220,0,N/A,-15,0,Dragon Phial,Focus +2,2,2,0,8,18,22,12,0,0,0,8,18,22,22,0,0,0
Switch Axe,Gorehacker Urgahaac,250,0,N/A,-15,0,Dragon Phial,Focus +2,3,3,1,8,12,20,18,12,0,0,8,12,20,18,14,8,0
Switch Axe,Albirath Flamesplitter I,160,14,Fire,+15,0,Element Phial,"Master's Touch +1,Critical Element +1",1,0,0,10,18,12,10,0,0,0,10,18,12,20,0,0,0
Switch Axe,Albirath Flamesplitter II,180,17,Fire,+15,0,Element Phial,"Master's Touch +1,Critical Element +1",2,1,0,10,20,10,10,10,0,0,10,20,10,10,14,6,0
Switch Axe,Albirath Blaze Splitter,210,20,Fire,+15,0,Element Phial,"Master's Touch +1,Critical Element +1",3,2,1,10,26,10,10,8,6,0,10,26,10,10,8,16,0
Switch Axe,Nihil Switch Axe I,160,12,Water,0,0,Power Phial,Power Prolonger +2,1,0,0,4,22,8,16,0,0,0,4,22,8,26,0,0,0
Switch Axe,Nihil Switch Axe II,190,15,Water,0,0,Power Phial,Power Prolonger +3,2,1,0,4,22,10,12,12,0,0,4,22,10,12,22,0,0
Switch Axe,Brutus's Abolishment,210,18,Water,0,0,Power Phial,Power Prolonger +3,3,2,1,4,22,10,10,8,16,0,4,22,10,10,8,26,0
Switch Axe,G. Veldian Securis I,170,12,Dragon,-10,0,Power Phial,Focus +2,1,1,0,20,6,16,8,0,0,0,20,6,16,18,0,0,0
Switch Axe,G. Veldian Securis II,210,15,Dragon,-10,0,Power Phial,Focus +2,2,2,0,20,12,16,12,0,0,0,20,12,16,14,8,0,0
Switch Axe,G. Indomitable Perceval,230,18,Dragon,-10,0,Power Phial,Focus +2,3,3,1,20,14,10,14,12,0,0,20,14,10,14,14,8,0
Switch Axe,Beak Axe I,180,26,Fire,0,0,Element Phial,Power Prolonger +2,2,1,0,18,20,10,12,0,0,0,18,20,10,16,6,0,0
Switch Axe,Beak Axe II,210,32,Fire,0,0,Element Phial,Power Prolonger +3,3,2,0,20,22,6,14,8,0,0,20,22,6,14,12,6,0
Switch Axe,Sawbill Axe,220,35,Fire,0,0,Element Phial,Power Prolonger +3,3,2,1,20,24,4,12,10,0,0,20,24,4,12,10,10,0
Switch Axe,Dragonmaiden Axe I,160,12,Poison,+15,0,Element Phial,"Critical Status +2,Poison Duration Up +1",2,1,0,10,14,8,18,10,0,0,10,14,8,18,20,0,0
Switch Axe,Dragonmaiden Axe II,190,15,Poison,+15,0,Element Phial,"Critical Status +3,Poison Duration Up +1",3,2,0,8,16,8,22,6,10,0,8,16,8,22,6,20,0
Switch Axe,Gríðr's Landmaker,210,18,Poison,+15,0,Element Phial,"Critical Status +3,Poison Duration Up +1",3,2,1,8,16,6,20,6,14,0,8,16,6,20,6,24,0
Switch Axe,Morphing Fulgur I,180,21,Lightning,+15,0,Element Phial,Critical Element +3,2,1,0,8,20,20,12,0,0,0,8,20,20,14,8,0,0
Switch Axe,Fulgurswitch Guardiana,210,25,Lightning,+15,0,Element Phial,Critical Element +3,3,2,1,8,18,24,8,12,0,0,8,18,24,8,12,10,0
Switch Axe,Rath Flamesplitter I,180,21,Fire,+10,0,Power Phial,Critical Boost +3,2,1,0,20,14,8,6,12,0,0,20,14,8,6,22,0,0
Switch Axe,Rath Blaze Splitter,200,25,Fire,+10,0,Power Phial,Critical Boost +3,3,2,1,20,14,10,8,8,10,0,20,14,10,8,8,20,0
Switch Axe,Eisenleib I,180,16,Dragon,+20,0,Power Phial,Critical Element +3,3,2,0,10,16,16,12,6,10,0,10,16,16,12,6,20,0
Switch Axe,Eisengeist,200,20,Dragon,+20,0,Power Phial,Critical Element +3,3,2,1,10,10,18,10,6,16,0,10,10,18,10,6,26,0
Switch Axe,Veldian Securis I,200,22,Dragon,0,0,Element Phial,Focus +3,3,2,0,10,10,10,16,16,8,0,10,10,10,16,16,18,0
Switch Axe,Artian Saw I,170,22,N/A,+5,0,Dragon Phial,,2,2,2,16,8,12,16,8,0,0,16,8,12,16,12,6,0
Switch Axe,Artian Saw II,180,22,N/A,+5,0,Dragon Phial,,2,2,2,16,8,12,16,14,4,0,16,8,12,16,14,14,0
Switch Axe,Mundus Altus,190,26,N/A,+5,0,Dragon Phial,,3,3,3,16,8,12,16,14,4,0,16,8,12,16,14,14,0
Switch Axe,Esperanza Axe,210,0,N/A,0,0,Power Phial,"Speed Sharpening +2,Critical Eye +2",3,2,1,10,12,10,12,8,18,0,10,12,10,12,8,28,0
Switch Axe,Fleshhacker Yaogahaac,230,0,N/A,-5,20,Power Phial,Power Prolonger +3,3,2,1,10,20,20,10,10,0,0,10,20,20,10,10,10,0
Switch Axe,Indomitable Perceval,220,25,Dragon,0,0,Element Phial,Focus +3,3,2,1,10,10,10,14,14,12,0,10,10,10,14,14,22,0
Charge Blade,Hope Strongarm I,90,0,N/A,0,0,Impact Phial,,0,0,0,10,12,8,10,0,0,0,10,12,8,20,0,0,0
Charge Blade,Hope Strongarm II,100,0,N/A,0,0,Impact Phial,Speed Sharpening +1,0,0,0,8,10,10,12,0,0,0,8,10,10,22,0,0,0
Charge Blade,Hope Strongarm III,130,0,N/A,0,0,Impact Phial,"Speed Sharpening +1,Critical Eye +1",0,0,0,10,12,12,16,0,0,0,10,12,12,26,0,0,0
Charge Blade,Hope Strongarm IV,160,0,N/A,0,0,Impact Phial,"Speed Sharpening +2,Critical Eye +1",2,1,0,10,12,14,14,10,0,0,10,12,14,14,20,0,0
Charge Blade,Hope Strongarm V,190,0,N/A,0,0,Impact Phial,"Speed Sharpening +2,Critical Eye +1",3,2,0,10,12,12,16,10,10,0,10,12,12,16,10,20,0
Charge Blade,Bone Strongarm I,110,0,N/A,0,0,Impact Phial,Load Shells +1,0,0,0,10,16,14,0,0,0,0,10,16,22,2,0,0,0
Charge Blade,Bone Strongarm II,130,0,N/A,0,0,Impact Phial,"Load Shells +1,Attack Boost +1",0,0,0,10,10,20,0,0,0,0,10,10,24,6,0,0,0
Charge Blade,Bone Strongarm III,170,0,N/A,0,0,Impact Phial,"Load Shells +2,Attack Boost +1",1,0,0,10,14,20,6,0,0,0,10,14,20,16,0,0,0
Charge Blade,Bone Strongarm IV,200,0,N/A,0,0,Impact Phial,"Load Shells +2,Attack Boost +1",2,1,0,10,14,16,20,0,0,0,10,14,16,30,0,0,0
Charge Blade,Hard Bone Strongarm,230,0,N/A,0,0,Impact Phial,"Load Shells +2,Attack Boost +2",3,2,1,10,12,14,14,20,0,0,10,12,14,14,30,0,0
Charge Blade,Hyperguard I,120,0,N/A,0,0,Impact Phial,Rapid Morph +1,0,0,0,6,8,18,8,0,0,0,6,8,18,18,0,0,0
Charge Blade,Hyperguard II,160,0,N/A,0,0,Impact Phial,Rapid Morph +2,1,0,0,6,12,18,14,0,0,0,6,12,18,24,0,0,0
Charge Blade,Hyperguard III,190,0,N/A,0,0,Impact Phial,Rapid Morph +3,2,1,0,6,14,18,12,10,0,0,6,14,18,12,20,0,0
Charge Blade,Regas Hyper,220,0,N/A,0,0,Impact Phial,Rapid Morph +3,3,2,1,6,12,18,14,10,10,0,6,12,18,14,10,20,0
Charge Blade,Chata Strongarm I,110,0,N/A,0,15,Impact Phial,Guard +1,0,0,0,10,4,22,4,0,0,0,10,4,22,14,0,0,0
Charge Blade,Chata Strongarm II,150,0,N/A,0,15,Impact Phial,"Guard +1,Artillery +1",0,0,0,16,4,24,6,0,0,0,16,4,24,16,0,0,0
Charge Blade,Chata Strongarm III,180,0,N/A,0,15,Impact Phial,"Guard +2,Artillery +1",2,1,0,14,6,22,16,2,0,0,14,6,22,16,12,0,0
Charge Blade,Chata Strongarm IV,200,0,N/A,0,15,Impact Phial,"Guard +2,Artillery +1",3,2,0,12,4,24,20,10,0,0,12,4,24,20,20,0,0
Charge Blade,Barina Bouclier I,100,10,Paralysis,+10,0,Impact Phial,Critical Draw +1,0,0,0,10,10,8,12,0,0,0,10,10,8,22,0,0,0
Charge Blade,Barina Bouclier II,120,13,Paralysis,+10,0,Impact Phial,"Critical Draw +1,Critical Status +1",0,0,0,14,10,6,20,0,0,0,14,10,6,30,0,0,0
Charge Blade,Barina Bouclier III,150,18,Paralysis,+15,0,Impact Phial,"Critical Draw +1,Critical Status +1",2,1,0,14,10,6,20,10,0,0,14,10,6,20,20,0,0
Charge Blade,Barina Bouclier IV,180,21,Paralysis,+15,0,Impact Phial,"Critical Draw +2,Critical Status +1",3,2,0,14,10,6,18,12,10,0,14,10,6,18,12,20,0
Charge Blade,Lala Eumenophor,200,25,Paralysis,+15,0,Impact Phial,"Critical Draw +2,Critical Status +1",3,2,1,14,10,6,12,8,20,0,14,10,6,12,8,30,0
Charge Blade,Uth Valeroje I,160,20,Water,-15,0,Element Phial,Power Prolonger +2,0,0,0,10,14,20,6,0,0,0,10,14,20,16,0,0,0
Charge Blade,Uth Valeroje II,190,26,Water,-15,0,Element Phial,Power Prolonger +2,2,1,0,12,14,24,10,0,0,0,12,14,24,20,0,0,0
Charge Blade,Uth Valeroje III,220,32,Water,-15,0,Element Phial,Power Prolonger +3,3,2,0,12,14,24,16,4,0,0,12,14,24,16,14,0,0
Charge Blade,Valeroje-of-the-Waves,240,35,Water,-15,0,Element Phial,Power Prolonger +3,3,2,1,12,12,20,16,10,0,0,12,12,20,16,12,8,0
Charge Blade,Rompo Shielder I,140,15,Poison,0,0,Impact Phial,Guard Up +2,0,0,0,10,12,20,8,0,0,0,10,12,20,18,0,0,0
Charge Blade,Rompo Shielder II,170,19,Poison,0,0,Impact Phial,Guard Up +2,2,1,0,10,10,20,18,2,0,0,10,10,20,18,12,0,0
Charge Blade,Rompo Shielder III,200,22,Poison,0,0,Impact Phial,Guard Up +3,3,2,0,12,10,20,6,20,2,0,12,10,20,6,20,12,0
Charge Blade,Rompo Dendrotox,220,25,Poison,0,0,Impact Phial,Guard Up +3,3,2,1,8,10,20,6,20,6,0,8,10,20,6,20,16,0
Charge Blade,Rey Astrapi I,140,15,Lightning,0,0,Element Phial,"Focus +1,Load Shells +1",0,0,0,2,2,30,16,0,0,0,2,2,30,26,0,0,0
Charge Blade,Rey Astrapi II,170,19,Lightning,0,0,Element Phial,"Focus +1,Load Shells +1",2,1,0,2,2,26,20,10,0,0,2,2,26,20,20,0,0
Charge Blade,Rey Astrapi III,200,22,Lightning,0,0,Element Phial,"Focus +2,Load Shells +1",3,2,0,2,2,24,16,16,10,0,2,2,24,16,16,20,0
Charge Blade,Astrapi Clairaxe,220,25,Lightning,0,0,Element Phial,"Focus +2,Load Shells +1",3,2,1,2,2,22,14,14,16,0,2,2,22,14,14,26,0
Charge Blade,Arachnoscale I,120,13,Sleep,+10,0,Impact Phial,"Offensive Guard +1,Guard +1",0,0,0,14,10,6,20,0,0,0,14,10,6,30,0,0,0
Charge Blade,Arachnoscale II,150,18,Sleep,+15,0,Impact Phial,"Offensive Guard +1,Guard +1",2,1,0,14,10,6,20,10,0,0,14,10,6,20,20,0,0
Charge Blade,Arachnoscale III,180,22,Sleep,+15,0,Impact Phial,"Offensive Guard +2,Guard +1",3,2,0,14,10,6,18,12,10,0,14,10,6,18,12,20,0
Charge Blade,Arachnoscythe,200,25,Sleep,+15,0,Impact Phial,"Offensive Guard +2,Guard +1",3,2,1,14,10,6,12,8,20,0,14,10,6,12,8,30,0
Charge Blade,Windthrash Charger I,140,15,Ice,0,0,Element Phial,"Focus +2,Airborne +1",0,0,0,10,12,16,12,0,0,0,10,12,16,22,0,0,0
Charge Blade,Windthrash Charger II,170,19,Ice,0,0,Element Phial,"Focus +2,Airborne +1",2,1,0,10,10,14,20,6,0,0,10,10,14,20,16,0,0
Charge Blade,Windthrash Charger III,200,22,Ice,0,0,Element Phial,"Focus +3,Airborne +1",3,2,0,10,10,10,6,28,6,0,10,10,10,6,28,16,0
Charge Blade,Windthrash Tamebami,220,25,Ice,0,0,Element Phial,"Focus +3,Airborne +1",3,2,1,10,10,10,6,24,10,0,10,10,10,6,24,20,0
Charge Blade,Nu Pweza I,170,15,Fire,-15,0,Element Phial,Rapid Morph +2,1,0,0,20,4,16,10,0,0,0,20,4,16,20,0,0,0
Charge Blade,Nu Pweza II,210,22,Fire,-15,0,Element Phial,Rapid Morph +3,3,2,0,20,4,20,14,12,0,0,20,4,20,14,22,0,0
Charge Blade,Abaddonian Pweza,230,25,Fire,-15,0,Element Phial,Rapid Morph +3,3,2,1,20,4,20,10,10,6,0,20,4,20,10,10,16,0
Charge Blade,Albirath Blade I,160,16,Fire,+15,0,Impact Phial,"Master's Touch +1,Critical Element +1",1,0,0,10,20,12,8,0,0,0,10,20,12,18,0,0,0
Charge Blade,Albirath Blade II,180,21,Fire,+15,0,Impact Phial,"Master's Touch +1,Critical Element +1",2,1,0,10,24,10,8,8,0,0,10,24,10,8,12,6,0
Charge Blade,Guardian Albathos,220,25,Fire,+15,0,Impact Phial,"Master's Touch +1,Critical Element +1",3,2,1,10,30,10,8,8,4,0,10,30,10,8,8,14,0
